date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:46:29	26/26	---M--	200	added ('robotstxt')	text/html	date:Fri,%2023%20Mar%202018%2002:46:28%20GMT	http://8vg.aec.myftpupload.com/robots.txt		(from )
22:46:30	27084/27084	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Mar%202018%2002:46:28%20GMT	http://8vg.aec.myftpupload.com/contact-us/	C:/My%20Web%20Sites/gg/8vg.aec.myftpupload.com/contact-us/index.html	(from )
22:46:30	448/448	---MC-	200	added ('OK')	text/css	date:Fri,%2023%20Mar%202018%2002:46:28%20GMT	http://fonts.googleapis.com/css?family=Roboto:400,500	C:/My%20Web%20Sites/gg/fonts.googleapis.com/css0981.css	(from http://8vg.aec.myftpupload.com/contact-us/)
22:46:31	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2023%20Mar%202018%2002:46:29%20GMT	http://s.w.org/	C:/My%20Web%20Sites/gg/s.w.org/index.html	(from http://8vg.aec.myftpupload.com/contact-us/)
22:46:31	2499/2499	---MC-	200	added ('OK')	text/css	date:Fri,%2023%20Mar%202018%2002:46:29%20GMT	http://fonts.googleapis.com/css?family=Open+Sans:300italic,400italic,600italic,700italic,800italic,400,300,600,700,800&subset=latin,latin-ext	C:/My%20Web%20Sites/gg/fonts.googleapis.com/css029a.css	(from http://8vg.aec.myftpupload.com/contact-us/)
22:46:31	1603/1603	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Mar%202018%2002:46:29%20GMT	http://fonts.googleapis.com/	C:/My%20Web%20Sites/gg/fonts.googleapis.com/index.html	(from http://8vg.aec.myftpupload.com/contact-us/)
22:46:31	51/51	---MCZ	200	added ('OK')	text/plain	date:Fri,%2023%20Mar%202018%2002:46:29%20GMT	http://fonts.googleapis.com/robots.txt		(from http://8vg.aec.myftpupload.com/contact-us/)
22:46:31	237/237	---M--	200	added ('OK')	text/plain	date:Fri,%2017%20Feb%202017%2004:51:17%20GMT	http://s.w.org/robots.txt		(from http://8vg.aec.myftpupload.com/contact-us/)
